CITY_ENG,JCODE,mean
,,10.087549803272779
,,4.8513978412581595
,,3.138323939465373
,,0.26724138855934143
,,8.410634092005287
Aomori-shi,02201,1.456105120817838
Hirosaki-shi,02202,1.2197484954059314
Hachinohe-shi,02203,4.370941961249473
Kuroishi-shi,02204,0.7385383265566122
Goshogawara-shi,02205,0.8558258194502019
Towada-shi,02206,0.6501128981230989
Misawa-shi,02207,3.309303045634104
Mutsu-shi,02208,0.5158727785547297
Tsugaru-shi,02209,0.8149993854985205
Hirakawa-shi,02210,0.6075926438428233
Hiranai-machi,02301,0.5087709651733343
Imabetsu-machi,02303,0.45561302498854844
Yomogita-mura,02304,0.44852848704914056
Sotogahama-machi,02307,0.4665915167358851
Ajigasawa-machi,02321,0.4532018610485598
Fukaura-machi,02323,0.4171938073136486
Nishimeya-mura,02343,0.39919402847258595
Fujisaki-machi,02361,1.485853087159382
Owani-machi,02362,0.5294595458520739
Inakadate-mura,02367,1.5304393886312297
Itayanagi-machi,02381,1.2523282245171725
Tsuruta-machi,02384,1.16037957834368
Nakadomari-machi,02387,0.5278860386862524
Noheji-machi,02401,0.6854866613143455
Shichinohe-machi,02402,0.5169388075961637
Rokunohe-machi,02405,1.0138261054335658
Yokohama-machi,02406,0.49747979679599613
Tohoku-machi,02408,0.5675184618067737
Rokkasho-mura,02411,0.8034734690348362
Oirase-cho,02412,1.662333395807995
Oma-machi,02423,0.7297445207450401
Higashidori-mura,02424,0.5120235631335631
Kazamaura-mura,02425,0.494437564397002
Sai-mura,02426,0.4930885199997932
Sannohe-machi,02441,0.6098922374647598
Gonohe-machi,02442,0.7266487382790109
Takko-machi,02443,0.46462613918516266
Nanbu-cho,02445,0.8278073161786992
Hashikami-cho,02446,0.7632824660315736
Shingo-mura,02450,0.45295218087789035
Morioka-shi,03201,1.3893794149366787
Miyako-shi,03202,0.5215158367106995
Ofunato-shi,03203,0.7899448154290332
Hanamaki-shi,03205,0.7626922629604986
Kitakami-shi,03206,1.1816845346276166
Kuji-shi,03207,0.6077024049065846
Tono-shi,03208,0.5080084649665898
Ichinoseki-shi,03209,0.6415156177916473
Rikuzentakata-shi,03210,0.6978142652065175
Kamaishi-shi,03211,0.6508627088244703
Ninohe-shi,03213,0.5780641797948495
Hachimantai-shi,03214,0.49520800010709326
Oshu-shi,03215,0.6836861615495285
Takizawa-shi,03216,1.096503735160823
Shizukuishi-cho,03301,0.5340234484983359
Kuzumaki-machi,03302,0.41119728449209764
Iwate-machi,03303,0.48485881323222
Shiwa-cho,03321,0.7915788335503038
Yahaba-cho,03322,2.0217047468613973
Nishiwaga-machi,03366,0.47584289661737117
Kanegasaki-cho,03381,0.8903938108284338
Hiraizumi-cho,03402,0.823319522509863
Sumita-cho,03441,0.4719757686114631
Otsuchi-cho,03461,0.5804121337809003
Yamada-machi,03482,0.547964170383084
