CITY_ENG,JCODE,mean
,,13.486953684825771
,,4.223222812262961
,,5.134102580545841
,,0.13275861740112305
,,8.493414781151749
Aomori-shi,02201,1.7578655955609153
Hirosaki-shi,02202,1.3239146414715977
Hachinohe-shi,02203,6.393680535204601
Kuroishi-shi,02204,0.7621788403881539
Goshogawara-shi,02205,0.8708212137402029
Towada-shi,02206,0.5360767549139934
Misawa-shi,02207,2.7397818269046654
Mutsu-shi,02208,0.5618786804476779
Tsugaru-shi,02209,0.8225597386119384
Hirakawa-shi,02210,0.6123829482818499
Hiranai-machi,02301,0.4842126547742225
Imabetsu-machi,02303,0.4522056340515703
Yomogita-mura,02304,0.4144929911993516
Sotogahama-machi,02307,0.43488373474380754
Ajigasawa-machi,02321,0.4127849435579678
Fukaura-machi,02323,0.34836062119830136
Nishimeya-mura,02343,0.3268656563143148
Fujisaki-machi,02361,1.6906090950059411
Owani-machi,02362,0.5204636814496552
Inakadate-mura,02367,1.7825054805011928
Itayanagi-machi,02381,1.2709566642239911
Tsuruta-machi,02384,1.195483639661211
Nakadomari-machi,02387,0.5296307960556578
Noheji-machi,02401,0.794109247768292
Shichinohe-machi,02402,0.44203263042306845
Rokunohe-machi,02405,0.8481735567378352
Yokohama-machi,02406,0.4960428104076046
Tohoku-machi,02408,0.509191340407911
Rokkasho-mura,02411,0.8701519248252297
Oirase-cho,02412,1.4160448691980527
Oma-machi,02423,0.7207039368909878
Higashidori-mura,02424,0.5213917980128862
Kazamaura-mura,02425,0.567013065506198
Sai-mura,02426,0.4356473740820783
Sannohe-machi,02441,0.5025475269758729
Gonohe-machi,02442,0.6387110137565839
Takko-machi,02443,0.3521530020337602
Nanbu-cho,02445,0.6626453837657021
Hashikami-cho,02446,0.7462885951798044
Shingo-mura,02450,0.3634942587484339
Morioka-shi,03201,1.2375346768982622
Miyako-shi,03202,0.41370817890967587
Ofunato-shi,03203,0.7573078891775556
Hanamaki-shi,03205,0.6214648119846475
Kitakami-shi,03206,1.0046512721041645
Kuji-shi,03207,0.47533561082702874
Tono-shi,03208,0.39418348572949397
Ichinoseki-shi,03209,0.49365845891180793
Rikuzentakata-shi,03210,0.5147058344666591
Kamaishi-shi,03211,0.6020186855339202
Ninohe-shi,03213,0.44482726410425466
Hachimantai-shi,03214,0.39904479995569153
Oshu-shi,03215,0.6080154894187236
Takizawa-shi,03216,0.9435535883535738
Shizukuishi-cho,03301,0.381354720070666
Kuzumaki-machi,03302,0.35047789719324907
Iwate-machi,03303,0.3996984338071972
Shiwa-cho,03321,0.6312202362044053
Yahaba-cho,03322,1.8493092597786247
Nishiwaga-machi,03366,0.3645110101482713
Kanegasaki-cho,03381,0.7563089974239362
