CITY_ENG,JCODE,mean
,,11.908496471430293
,,4.494431299363122
,,4.209791154247138
,,-0.07654300871594198
,,6.8512264112146894
Aomori-shi,02201,1.260472699390484
Hirosaki-shi,02202,0.9459348991331362
Hachinohe-shi,02203,2.673802349702147
Kuroishi-shi,02204,0.48128416130624996
Goshogawara-shi,02205,0.6197045678194402
Towada-shi,02206,0.30617259817585546
Misawa-shi,02207,2.2263415405916325
Mutsu-shi,02208,0.34588089625392515
Tsugaru-shi,02209,0.5720135644988069
Hirakawa-shi,02210,0.35638351022027065
Hiranai-machi,02301,0.26188354726926605
Imabetsu-machi,02303,0.26884808626151224
Yomogita-mura,02304,0.22154805068507655
Sotogahama-machi,02307,0.2668943565715102
Ajigasawa-machi,02321,0.16873685959105234
Fukaura-machi,02323,0.13444347750460822
Nishimeya-mura,02343,0.11884366601313189
Fujisaki-machi,02361,1.2377385282939397
Owani-machi,02362,0.27725148098912794
Inakadate-mura,02367,1.3582574164895114
Itayanagi-machi,02381,0.9408284459545497
Tsuruta-machi,02384,0.9357379129178899
Nakadomari-machi,02387,0.2875272677080623
Noheji-machi,02401,0.38400596193446473
Shichinohe-machi,02402,0.2717966564960542
Rokunohe-machi,02405,0.5881139059833306
Yokohama-machi,02406,0.2927669080248774
Tohoku-machi,02408,0.3739428443346754
Rokkasho-mura,02411,0.5742450288769828
Oirase-cho,02412,0.9873654270395968
Oma-machi,02423,0.5480255481000063
Higashidori-mura,02424,0.3575202225903828
Kazamaura-mura,02425,0.38368603301984
Sai-mura,02426,0.21308728834408083
Sannohe-machi,02441,0.2956700267764868
Gonohe-machi,02442,0.44548698771243866
Takko-machi,02443,0.1632319191074477
Nanbu-cho,02445,0.39860283196319035
Hashikami-cho,02446,0.3750577548061814
Shingo-mura,02450,0.19060963515763477
Morioka-shi,03201,0.9245835789256407
Miyako-shi,03202,0.1853040576152987
Ofunato-shi,03203,0.3884559096054928
Hanamaki-shi,03205,0.3302761876652243
Kitakami-shi,03206,0.6711063893366056
Kuji-shi,03207,0.18563822372168665
Tono-shi,03208,0.16688941887003944
Ichinoseki-shi,03209,0.2854564568129559
Rikuzentakata-shi,03210,0.2200220742456013
Kamaishi-shi,03211,0.32063858406690476
Ninohe-shi,03213,0.24448938699181583
Hachimantai-shi,03214,0.21277949005816746
Oshu-shi,03215,0.3267834972407774
Takizawa-shi,03216,0.7236354514215738
Shizukuishi-cho,03301,0.13874876454464055
Kuzumaki-machi,03302,0.10844470827070285
Iwate-machi,03303,0.17976245463900842
Shiwa-cho,03321,0.4009744756640541
Yahaba-cho,03322,1.4822832309544782
Nishiwaga-machi,03366,0.1183353053981789
Kanegasaki-cho,03381,0.4814671701324897
Hiraizumi-cho,03402,0.4577964057091995
Sumita-cho,03441,0.12521236345893358
Otsuchi-cho,03461,0.17942127326442056
Yamada-machi,03482,0.1847207824223146
Iwaizumi-cho,03483,0.12667077622034859
Tanohata-mura,03484,0.171549238510805
Fudai-mura,03485,0.20651695108306806
Karumai-machi,03501,0.1802794120051901
Noda-mura,03503,0.1840722828752927
Kunohe-mura,03506,0.19622580951552018
Hirono-cho,03507,0.16714409326250573
Ichinohe-machi,03524,0.1749012222275006
"Sendai-shi, Aoba-ku",04101,2.8297987587182516
"Sendai-shi, Miyagino-ku",04102,14.822149697732684
"Sendai-shi, Wakabayashi-ku",04103,9.224912987284217
"Sendai-shi, Taihaku-ku",04104,2.413175269136357
"Sendai-shi, Izumi-ku",04105,3.9054774381077078
Ishinomaki-shi,04202,0.9775511955771593
Shiogama-shi,04203,7.140309889466041
Kesennuma-shi,04205,0.4688841008454229
Shiroishi-shi,04206,0.3965324762129351
Natori-shi,04207,4.122281588364868
Kakuda-shi,04208,0.751240590417742
Tagajo-shi,04209,13.922260082119129
Iwanuma-shi,04211,3.25921493871415
Tome-shi,04212,0.5351275909839637
Kurihara-shi,04213,0.38391375454238547
Higashimatsushima-shi,04214,1.3183790038405188
Osaki-shi,04215,0.5947298531642295
Tomiya-shi,04216,3.4495454159117043
Zao-machi,04301,0.29462615547939663
Shichikashuku-machi,04302,0.09088106186570319
Ogawara-machi,04321,1.8194769905395474
Murata-machi,04322,0.8290460856576044
Shibata-machi,04323,1.6402441754023875
Kawasaki-machi,04324,0.2512625958297362
Marumori-machi,04341,0.19024830351113875
Watari-cho,04361,1.4031402922932685
Yamamoto-cho,04362,0.5556445769532495
Matsushima-machi,04401,1.1191825732096108
Shichigahama-machi,04404,5.9318062822328965
Rifu-cho,04406,4.066070191950997
Taiwa-cho,04421,1.010659588525721
Osato-cho,04422,0.6495855125876
Ohira-mura,04424,1.6910525175012825
Shikama-cho,04444,0.35286513668721486
Kami-machi,04445,0.22450506463445272
Wakuya-cho,04501,0.5729341252291896
Misato-machi,04505,0.8694264440292887
Onagawa-cho,04581,0.6006667837366814
Minamisanriku-cho,04606,0.28216103096539114
Akita-shi,05201,1.3084997579575184
Noshiro-shi,05202,0.4189457956101509
Yokote-shi,05203,0.5454280435719041
Odate-shi,05204,0.2715525257125941
