CITY_ENG,JCODE,mean
,,18.174370797264658
,,5.0827325080809524
,,3.414974981952712
,,0.24551723691923866
,,8.118146519544648
Aomori-shi,02201,1.7435504205339287
Hirosaki-shi,02202,1.2959424890053428
Hachinohe-shi,02203,5.990657450407483
Kuroishi-shi,02204,0.7795680211303175
Goshogawara-shi,02205,0.8041186147273365
Towada-shi,02206,0.582736220622846
Misawa-shi,02207,3.7445705083224636
Mutsu-shi,02208,0.43288405124520984
Tsugaru-shi,02209,0.7967905153375889
Hirakawa-shi,02210,0.5711725125743696
Hiranai-machi,02301,0.48000105689704237
Imabetsu-machi,02303,0.3352948511534366
Yomogita-mura,02304,0.33786040260341416
Sotogahama-machi,02307,0.35014128096983277
Ajigasawa-machi,02321,0.35142970387463757
Fukaura-machi,02323,0.2929222426871978
Nishimeya-mura,02343,0.27088800565242804
Fujisaki-machi,02361,1.729796372045862
Owani-machi,02362,0.4790196160390832
Inakadate-mura,02367,2.0671531068946147
Itayanagi-machi,02381,1.3296656676825638
Tsuruta-machi,02384,1.226872757434096
Nakadomari-machi,02387,0.38731408388449384
Noheji-machi,02401,0.8612651431152984
Shichinohe-machi,02402,0.43035957536523173
Rokunohe-machi,02405,1.0240114586261813
Yokohama-machi,02406,0.4515689448422823
Tohoku-machi,02408,0.5331014043540907
Rokkasho-mura,02411,1.0935034743875567
Oirase-cho,02412,1.97039280212656
Oma-machi,02423,0.45983015186619586
Higashidori-mura,02424,0.40999289477797735
Kazamaura-mura,02425,0.29206635774132306
Sai-mura,02426,0.2668891621378334
Sannohe-machi,02441,0.5113400335379794
Gonohe-machi,02442,0.714353055221661
Takko-machi,02443,0.32521622881633294
Nanbu-cho,02445,0.7559648724272031
Hashikami-cho,02446,0.7975060886073057
Shingo-mura,02450,0.33709456733581783
Morioka-shi,03201,1.5085236212466517
Miyako-shi,03202,0.4382664413397089
Ofunato-shi,03203,0.8230736044747784
Hanamaki-shi,03205,0.6911720670175757
Kitakami-shi,03206,1.1869877316487807
