CITY_ENG,JCODE,mean
,,9.18411289303508
,,3.6271780762631005
,,3.318187193694601
,,0.02102708835797063
,,13.635177416917754
Aomori-shi,02201,2.285821884996603
Hirosaki-shi,02202,1.236916780126489
Hachinohe-shi,02203,7.657032540437246
Kuroishi-shi,02204,0.6698256304614328
Goshogawara-shi,02205,0.6995404620272335
Towada-shi,02206,0.3906773284173646
Misawa-shi,02207,4.041953508631137
Mutsu-shi,02208,0.3467320692539386
Tsugaru-shi,02209,0.6890807402353207
Hirakawa-shi,02210,0.45714347621344437
Hiranai-machi,02301,0.34699968253397345
Imabetsu-machi,02303,0.24815306855878913
Yomogita-mura,02304,0.28943188861905844
Sotogahama-machi,02307,0.34005880619644124
Ajigasawa-machi,02321,0.20730190641903698
Fukaura-machi,02323,0.12021106536007684
Nishimeya-mura,02343,0.13454193472634815
Fujisaki-machi,02361,1.8403179512018149
Owani-machi,02362,0.3504311123307627
Inakadate-mura,02367,1.7651204549426927
Itayanagi-machi,02381,1.6962524126751861
Tsuruta-machi,02384,1.4833118480956566
Nakadomari-machi,02387,0.3369289422271982
Noheji-machi,02401,1.0301205574358359
Shichinohe-machi,02402,0.30109250735539134
Rokunohe-machi,02405,0.8100408550266842
Yokohama-machi,02406,0.34606358269906684
Tohoku-machi,02408,0.422249443182019
Rokkasho-mura,02411,1.8646496461292714
Oirase-cho,02412,1.7248041019304772
Oma-machi,02423,0.44808614597211727
Higashidori-mura,02424,0.26835868012545827
Kazamaura-mura,02425,0.2537760628857892
Sai-mura,02426,0.10541325478056497
Sannohe-machi,02441,0.30869740080167885
Gonohe-machi,02442,0.4734111313368967
Takko-machi,02443,0.13195886637697526
Nanbu-cho,02445,0.5259370185648887
Hashikami-cho,02446,0.4972574474211533
Shingo-mura,02450,0.1170099055061267
Morioka-shi,03201,1.3742370153070083
Miyako-shi,03202,0.19547443034400958
Ofunato-shi,03203,0.45251513282162326
Hanamaki-shi,03205,0.5080069123858786
Kitakami-shi,03206,0.9841535450584183
Kuji-shi,03207,0.2486785532303655
Tono-shi,03208,0.15429054410964912
Ichinoseki-shi,03209,0.31765174551036734
Rikuzentakata-shi,03210,0.2243466383755579
