CITY_ENG,JCODE,mean
,,11.022015034757702
,,4.696502944499038
,,2.4539418660006422
,,0.06112312859502332
,,8.602976459410131
Aomori-shi,02201,1.3380871667337035
Hirosaki-shi,02202,1.0705955012144184
Hachinohe-shi,02203,5.909735270388191
Kuroishi-shi,02204,0.5495588403865906
Goshogawara-shi,02205,0.6161217666592628
Towada-shi,02206,0.37528194894966377
Misawa-shi,02207,3.293976540637706
Mutsu-shi,02208,0.27825822203659184
Tsugaru-shi,02209,0.6058534416024491
Hirakawa-shi,02210,0.37661268114394575
Hiranai-machi,02301,0.2615936539502112
Imabetsu-machi,02303,0.24359317956195964
Yomogita-mura,02304,0.21345399746872956
Sotogahama-machi,02307,0.2533344754581423
Ajigasawa-machi,02321,0.1685541562634694
Fukaura-machi,02323,0.10833062471998305
Nishimeya-mura,02343,0.09681736196664296
Fujisaki-machi,02361,1.5022673132197335
Owani-machi,02362,0.29375599659730167
Inakadate-mura,02367,1.5916913410766853
Itayanagi-machi,02381,1.1514518907402613
Tsuruta-machi,02384,0.9888141959384137
Nakadomari-machi,02387,0.2756880926946077
Noheji-machi,02401,0.5945270102099086
Shichinohe-machi,02402,0.24111607611143884
Rokunohe-machi,02405,0.7933375155914718
Yokohama-machi,02406,0.28602607242844996
Tohoku-machi,02408,0.36103171442277016
Rokkasho-mura,02411,0.8568574037723694
Oirase-cho,02412,1.6267089533453818
Oma-machi,02423,0.4467687667440409
Higashidori-mura,02424,0.23553664218331594
Kazamaura-mura,02425,0.20003043297993417
Sai-mura,02426,0.1352726061622672
Sannohe-machi,02441,0.3242300958396728
Gonohe-machi,02442,0.517205614073406
Takko-machi,02443,0.1390337675792006
Nanbu-cho,02445,0.532645985284228
Hashikami-cho,02446,0.5682079753833079
Shingo-mura,02450,0.20748681140310168
Morioka-shi,03201,1.0892381459804568
Miyako-shi,03202,0.18904562505028355
Ofunato-shi,03203,0.5317327296124048
Hanamaki-shi,03205,0.43645174974923423
Kitakami-shi,03206,0.8309821623263716
Kuji-shi,03207,0.2611354547677952
Tono-shi,03208,0.18785123368519444
Ichinoseki-shi,03209,0.341974863970912
Rikuzentakata-shi,03210,0.29159764144976197
Kamaishi-shi,03211,0.4170277164210932
Ninohe-shi,03213,0.26351552389678706
Hachimantai-shi,03214,0.19803403803827693
Oshu-shi,03215,0.39179628103684694
Takizawa-shi,03216,0.7833599385692773
Shizukuishi-cho,03301,0.19842754645489674
Kuzumaki-machi,03302,0.08427805181263384
Iwate-machi,03303,0.16100998999981886
