CITY_ENG,JCODE,mean
,,14.403245180647895
,,4.673957550337937
,,2.583139468275658
,,0.09862069143303509
,,12.709024554927176
Aomori-shi,02201,4.33609600813792
Hirosaki-shi,02202,3.2997101940736915
Hachinohe-shi,02203,8.324764510886055
Kuroishi-shi,02204,2.224965506988436
Goshogawara-shi,02205,1.9977184779793429
Towada-shi,02206,1.2947972183036234
Misawa-shi,02207,10.196801188425441
Mutsu-shi,02208,0.8534972007514521
Tsugaru-shi,02209,2.329796751171167
Hirakawa-shi,02210,1.464111994587104
Hiranai-machi,02301,0.8899558593430257
Imabetsu-machi,02303,0.5861866699095586
Yomogita-mura,02304,0.5830170906961559
Sotogahama-machi,02307,0.6756400150543325
Ajigasawa-machi,02321,0.6315516652553309
Fukaura-machi,02323,0.36435121326280223
Nishimeya-mura,02343,0.35645981081115224
Fujisaki-machi,02361,5.798406167543128
Owani-machi,02362,1.1373628369769337
Inakadate-mura,02367,7.877013631802942
Itayanagi-machi,02381,4.598764021036331
Tsuruta-machi,02384,4.359993282625393
Nakadomari-machi,02387,0.7013106003176324
Noheji-machi,02401,2.575936928725787
Shichinohe-machi,02402,1.0107638392745644
Rokunohe-machi,02405,2.684163861642251
Yokohama-machi,02406,0.8129134449978089
Tohoku-machi,02408,1.3515983437207697
Rokkasho-mura,02411,2.8176637900660824
Oirase-cho,02412,4.4729312221593345
Oma-machi,02423,1.1906484970353235
Higashidori-mura,02424,0.7390161637656413
Kazamaura-mura,02425,0.630399814458517
Sai-mura,02426,0.3784484457947099
Sannohe-machi,02441,1.1226718507346594
Gonohe-machi,02442,1.2747105480487468
Takko-machi,02443,0.5252932703199106
Nanbu-cho,02445,1.3632092769775486
Hashikami-cho,02446,1.2560036958769907
Shingo-mura,02450,0.42856863255948985
Morioka-shi,03201,1.8642054905521581
Miyako-shi,03202,0.3600856572816474
Ofunato-shi,03203,0.7613338966816198
Hanamaki-shi,03205,0.7807411657299758
Kitakami-shi,03206,1.7103188116900463
Kuji-shi,03207,0.45778142161370944
Tono-shi,03208,0.40318572888101945
Ichinoseki-shi,03209,0.5862371818060933
Rikuzentakata-shi,03210,0.5634387293978715
Kamaishi-shi,03211,0.623578449014464
Ninohe-shi,03213,0.7293648175831486
Hachimantai-shi,03214,0.6498759853538304
Oshu-shi,03215,0.760286954658415
Takizawa-shi,03216,1.5203458083910497
Shizukuishi-cho,03301,0.4142047296772657
Kuzumaki-machi,03302,0.3649374581179214
Iwate-machi,03303,0.5254751471313843
Shiwa-cho,03321,0.7971132388186564
Yahaba-cho,03322,2.9401225283230645
Nishiwaga-machi,03366,0.4048006092496718
Kanegasaki-cho,03381,1.1725241711778147
Hiraizumi-cho,03402,0.9246683960925751
Sumita-cho,03441,0.3169769044796803
Otsuchi-cho,03461,0.4668617454162146
Yamada-machi,03482,0.4073739808375715
Iwaizumi-cho,03483,0.23471022739085645
Tanohata-mura,03484,0.3479878916090665
Fudai-mura,03485,0.4401888433579832
Karumai-machi,03501,0.550905512538164
Noda-mura,03503,0.36206219390223904
Kunohe-mura,03506,0.6070876658268994
Hirono-cho,03507,0.43610698644264934
Ichinohe-machi,03524,0.7029585072368632
"Sendai-shi, Aoba-ku",04101,4.47687835358911
"Sendai-shi, Miyagino-ku",04102,19.20528756742541
"Sendai-shi, Wakabayashi-ku",04103,11.28448209153824
"Sendai-shi, Taihaku-ku",04104,3.419181119662515
"Sendai-shi, Izumi-ku",04105,6.217431309130989
Ishinomaki-shi,04202,1.6167585685817978
Shiogama-shi,04203,10.43890620544364
Kesennuma-shi,04205,0.8221674284781982
Shiroishi-shi,04206,0.7259874631211597
Natori-shi,04207,5.132737219695708
Kakuda-shi,04208,0.9961260198885504
Tagajo-shi,04209,15.709313128709278
Iwanuma-shi,04211,4.362617428624615
Tome-shi,04212,0.8377227663380851
Kurihara-shi,04213,0.6893257246555153
Higashimatsushima-shi,04214,2.1528596514105875
Osaki-shi,04215,1.2209647865380935
Tomiya-shi,04216,5.42149738713937
Zao-machi,04301,0.8173820861626542
Shichikashuku-machi,04302,0.3294277818589266
Ogawara-machi,04321,2.7259599009936024
Murata-machi,04322,1.1722966443816416
Shibata-machi,04323,2.36539645322465
Kawasaki-machi,04324,0.7019750150199542
Marumori-machi,04341,0.3464539209200553
Watari-cho,04361,2.016970029351188
Yamamoto-cho,04362,1.013311600416317
Matsushima-machi,04401,1.491632457623687
Shichigahama-machi,04404,6.829869762407791
Rifu-cho,04406,5.2301560571796015
Taiwa-cho,04421,1.934180633272136
Osato-cho,04422,1.1997752470699328
Ohira-mura,04424,3.996675308075167
Shikama-cho,04444,0.9216034547360725
Kami-machi,04445,0.7099911797007353
Wakuya-cho,04501,0.9061619446274332
Misato-machi,04505,1.5650243207145158
Onagawa-cho,04581,1.2073884801080392
Minamisanriku-cho,04606,0.5240427383345378
Akita-shi,05201,2.2183610323092817
Noshiro-shi,05202,0.7937436158209039
Yokote-shi,05203,1.8241937012221192
Odate-shi,05204,0.916016165353233
Oga-shi,05206,1.2857195734177431
Yuzawa-shi,05207,0.8635934206089835
Kazuno-shi,05209,0.9132521950907893
Yurihonjo-shi,05210,0.772616156998539
Katagami-shi,05211,2.2594119452043016
Daisen-shi,05212,1.043784718557771
Kitaakita-shi,05213,0.5160479852568685
Nikaho-shi,05214,0.8565090883311535
Semboku-shi,05215,0.41001446643169986
Kosaka-machi,05303,1.1275045316223984
Kamikoani-mura,05327,0.39071632162689146
Fujisato-machi,05346,0.33465944857214885
Mitane-cho,05348,0.5970968818923235
Happou-cho,05349,0.40954309063208877
Gojome-machi,05361,0.8533186035475889
Hachirogata-machi,05363,1.9635370594844241
Ikawa-machi,05366,1.4760063985281948
Ogata-mura,05368,0.7039572925802848
Misato-cho,05434,1.2694125289590195
Ugo-machi,05463,0.8603835870072374
Higashinaruse-mura,05464,0.5265808771825001
Yamagata-shi,06201,3.930026768842475
Yonezawa-shi,06202,1.7060642557710493
Tsuruoka-shi,06203,0.8924198221407699
Sakata-shi,06204,1.111087730050839
Shinjo-shi,06205,1.7631888328418501
Sagae-shi,06206,2.4758880086545387
Kaminoyama-shi,06207,1.1700983442652744
Murayama-shi,06208,1.3839710826072131
Nagai-shi,06209,1.6706283789986185
Tendo-shi,06210,3.8844737294725937
Higashine-shi,06211,2.2711637814790677
Obanazawa-shi,06212,0.7118799158325063
Nanyo-shi,06213,1.894878327074088
Yamanobe-machi,06301,1.5258820773942834
Nakayama-machi,06302,3.358376977726125
Kahoku-cho,06321,2.8167305795816033
Nishikawa-machi,06322,0.6120141304877211
Asahi-machi,06323,0.6507572468593128
Oe-machi,06324,1.0555517498180982
Oishida-machi,06341,0.9211429228138733
Kaneyama-machi,06361,0.7262991251914792
Mogami-machi,06362,0.4866509666025748
Funagata-machi,06363,0.6934452147541257
Mamurogawa-machi,06364,0.43361428138658464
Okura-mura,06365,0.4057740340483981
Sakegawa-mura,06366,0.8275862389471819
Tozawa-mura,06367,0.4736395786449597
Takahata-machi,06381,1.6007984899887469
Kawanishi-machi,06382,1.5673101274551964
